ref_area,indicator,source,time,obs_value,obs_status
POL,LAP_2GDP_NOC_RT,XA:2090,2014,47.282,
POL,LAP_2GDP_NOC_RT,XA:2090,2013,46.816,
POL,LAP_2GDP_NOC_RT,XA:2090,2012,47.099,
POL,LAP_2GDP_NOC_RT,XA:2090,2011,46.463,
POL,LAP_2GDP_NOC_RT,XA:2090,2010,47.884,M
POL,LAP_2GDP_NOC_RT,XA:2090,2009,47.898,M
POL,LAP_2GDP_NOC_RT,XA:2090,2008,49.612,
POL,LAP_2GDP_NOC_RT,XA:2090,2007,47.574,
POL,LAP_2GDP_NOC_RT,XA:2090,2006,47.034,
POL,LAP_2GDP_NOC_RT,XA:2090,2005,47.101,
POL,LAP_2GDP_NOC_RT,XA:2090,2004,47.689,M
PRI,LAP_2GDP_NOC_RT,XA:2092,2020,55.529,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2019,56.145,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2018,57.529,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2017,57.115,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2016,56.582,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2015,56.511,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2014,56.555,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2013,56.263,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2012,56.15,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2011,56.275,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2010,56.291,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2009,56.795,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2008,56.758,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2007,56.534,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2006,56.61,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2005,56.791,I
PRI,LAP_2GDP_NOC_RT,XA:2092,2004,55.419,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2020,42.261,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2019,42.901,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2018,44.543,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2017,44.297,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2016,41.609,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2015,43.449,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2014,42.653,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2013,42.647,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2012,42.563,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2011,42.753,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2010,43.218,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2009,43.378,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2008,41.91,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2007,43.478,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2006,43.416,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2005,41.661,I
PRK,LAP_2GDP_NOC_RT,XA:1957,2004,42.276,I
PRT,LAP_2GDP_NOC_RT,XA:2096,2020,59.452,
PRT,LAP_2GDP_NOC_RT,XA:2096,2019,55.384,
PRT,LAP_2GDP_NOC_RT,XA:2096,2018,54.69,
PRT,LAP_2GDP_NOC_RT,XA:2096,2017,55.186,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2016,53.852,
PRT,LAP_2GDP_NOC_RT,XA:2096,2015,54.445,
PRT,LAP_2GDP_NOC_RT,XA:2096,2014,56.705,
PRT,LAP_2GDP_NOC_RT,XA:2096,2013,59.164,
PRT,LAP_2GDP_NOC_RT,XA:2096,2012,59.573,
PRT,LAP_2GDP_NOC_RT,XA:2096,2011,59.804,
PRT,LAP_2GDP_NOC_RT,XA:2096,2010,62.221,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2009,63.781,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2008,62.893,
PRT,LAP_2GDP_NOC_RT,XA:2096,2007,62.493,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2006,63.184,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2005,65.538,M
PRT,LAP_2GDP_NOC_RT,XA:2096,2004,65.815,M
PRY,LAP_2GDP_NOC_RT,XA:2098,2020,45.998,
PRY,LAP_2GDP_NOC_RT,XA:2098,2019,46.159,
PRY,LAP_2GDP_NOC_RT,XA:2098,2018,45.543,
PRY,LAP_2GDP_NOC_RT,XA:2098,2017,46.072,M
PRY,LAP_2GDP_NOC_RT,XA:2098,2016,45.254,
PRY,LAP_2GDP_NOC_RT,XA:2098,2015,47.508,
PRY,LAP_2GDP_NOC_RT,XA:2098,2014,47.278,
PRY,LAP_2GDP_NOC_RT,XA:2098,2013,46.473,
PRY,LAP_2GDP_NOC_RT,XA:2098,2012,47.16,
PRY,LAP_2GDP_NOC_RT,XA:2098,2011,43.811,
PRY,LAP_2GDP_NOC_RT,XA:2098,2010,45.148,
PRY,LAP_2GDP_NOC_RT,XA:2098,2009,47.076,
PRY,LAP_2GDP_NOC_RT,XA:2098,2008,42.789,
PRY,LAP_2GDP_NOC_RT,XA:2098,2007,49.289,
PRY,LAP_2GDP_NOC_RT,XA:2098,2006,49.611,
PRY,LAP_2GDP_NOC_RT,XA:2098,2005,49.771,
PRY,LAP_2GDP_NOC_RT,XA:2098,2004,53.028,
PSE,LAP_2GDP_NOC_RT,XA:2100,2020,45.029,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2019,43.768,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2018,44.31,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2017,43.35,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2016,40.615,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2015,42.263,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2014,42.797,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2013,42.144,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2012,41.972,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2011,41.51,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2010,42.028,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2009,41.668,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2008,41.85,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2007,42.395,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2006,43.057,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2005,41.407,I
PSE,LAP_2GDP_NOC_RT,XA:2100,2004,39.993,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2020,53.606,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2019,50.272,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2018,50.668,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2017,49.872,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2016,50.494,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2015,50.65,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2014,51.03,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2013,51.094,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2012,51.513,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2011,52.154,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2010,52.008,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2009,52.567,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2008,51.255,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2007,50.733,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2006,50.996,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2005,50.841,I
PYF,LAP_2GDP_NOC_RT,XA:2102,2004,50.597,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2020,30.197,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2019,28.05,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2018,25.743,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2017,28.418,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2016,30.006,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2015,27.213,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2014,18.441,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2013,17.581,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2012,16.024,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2011,14.929,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2010,19.177,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2009,22.454,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2008,15.53,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2007,17.851,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2006,18.293,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2005,17.165,I
QAT,LAP_2GDP_NOC_RT,XA:2104,2004,19.928,I
ROU,LAP_2GDP_NOC_RT,XA:2108,2020,47.152,
ROU,LAP_2GDP_NOC_RT,XA:2108,2019,44.599,
ROU,LAP_2GDP_NOC_RT,XA:2108,2018,44.255,
ROU,LAP_2GDP_NOC_RT,XA:2108,2017,43.427,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2016,44.125,
ROU,LAP_2GDP_NOC_RT,XA:2108,2015,40.329,
ROU,LAP_2GDP_NOC_RT,XA:2108,2014,39.923,
ROU,LAP_2GDP_NOC_RT,XA:2108,2013,39.646,
ROU,LAP_2GDP_NOC_RT,XA:2108,2012,40.308,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2011,40.122,
ROU,LAP_2GDP_NOC_RT,XA:2108,2010,43.57,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2009,40.159,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2008,41.717,
ROU,LAP_2GDP_NOC_RT,XA:2108,2007,39.968,
ROU,LAP_2GDP_NOC_RT,XA:2108,2006,45.677,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2005,47.05,M
ROU,LAP_2GDP_NOC_RT,XA:2108,2004,44.1,M
RUS,LAP_2GDP_NOC_RT,XA:2110,2020,54.319,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2019,51.98,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2018,51.858,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2017,52.092,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2016,52.008,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2015,50.789,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2014,51.117,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2013,50.039,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2012,47.738,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2011,47.33,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2010,53.413,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2009,56.471,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2008,50.7,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2007,49.107,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2006,47.441,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2005,46.558,I
RUS,LAP_2GDP_NOC_RT,XA:2110,2004,48.8,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2020,44.163,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2019,42.971,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2018,43.244,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2017,44.58,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2016,44.033,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2015,43.234,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2014,44.031,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2013,44.343,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2012,43.128,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2011,43.239,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2010,43.336,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2009,43.57,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2008,42.098,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2007,43.188,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2006,42.812,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2005,42.852,I
RWA,LAP_2GDP_NOC_RT,XA:2112,2004,43.488,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2020,32.079,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2019,30.777,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2018,29.888,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2017,30.841,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2016,30.058,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2015,28.651,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2014,21.349,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2013,20.343,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2012,20.267,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2011,20.504,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2010,24.07,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2009,26.5,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2008,19.866,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2007,24.063,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2006,25.245,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2005,26.41,I
SAU,LAP_2GDP_NOC_RT,XA:2114,2004,30.072,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2020,44.058,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2019,42.653,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2018,42.75,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2017,42.221,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2016,41.793,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2015,42.058,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2014,41.627,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2013,42.073,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2012,45.134,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2011,42.919,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2010,41.783,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2009,42.85,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2008,41.782,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2007,41.471,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2006,41.332,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2005,41.461,I
SDN,LAP_2GDP_NOC_RT,XA:2116,2004,41.524,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2020,41.95,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2019,40.38,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2018,41.037,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2017,39.63,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2016,37.393,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2015,37.886,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2014,39.175,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2013,39.578,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2012,39.74,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2011,39.543,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2010,38.085,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2009,40.342,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2008,39.566,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2007,40.748,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2006,40.064,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2005,41.165,I
SEN,LAP_2GDP_NOC_RT,XA:2118,2004,38.98,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2020,50.255,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2019,46.431,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2018,45.542,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2017,49.033,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2016,50.31,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2015,50.074,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2014,50.019,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2013,48.636,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2012,47.605,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2011,46.323,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2010,46.092,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2009,48.935,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2008,48.534,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2007,45.772,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2006,46.022,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2005,46.252,I
SGP,LAP_2GDP_NOC_RT,XA:2120,2004,46.835,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2020,44.631,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2019,43.196,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2018,42.343,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2017,41.91,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2016,41.75,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2015,43.163,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2014,43.278,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2013,41.919,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2012,43.011,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2011,41.294,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2010,40.858,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2009,42.762,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2008,41.727,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2007,42.151,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2006,42.008,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2005,41.8,I
SLB,LAP_2GDP_NOC_RT,XA:2122,2004,41.442,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2020,44.364,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2019,43.313,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2018,43.516,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2017,43.432,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2016,43.22,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2015,46.227,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2014,43.385,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2013,41.586,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2012,42.242,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2011,43.264,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2010,43.39,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2009,43.651,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2008,43.421,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2007,43.142,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2006,43.597,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2005,43.586,I
SLE,LAP_2GDP_NOC_RT,XA:2124,2004,43.371,I
SLV,LAP_2GDP_NOC_RT,XA:2126,2020,54.24,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2019,53.339,
SLV,LAP_2GDP_NOC_RT,XA:2126,2018,52.886,
SLV,LAP_2GDP_NOC_RT,XA:2126,2017,51.838,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2016,52.205,
SLV,LAP_2GDP_NOC_RT,XA:2126,2015,52.534,
SLV,LAP_2GDP_NOC_RT,XA:2126,2014,50.173,
SLV,LAP_2GDP_NOC_RT,XA:2126,2013,51.018,
SLV,LAP_2GDP_NOC_RT,XA:2126,2012,50.584,
SLV,LAP_2GDP_NOC_RT,XA:2126,2011,51.417,
SLV,LAP_2GDP_NOC_RT,XA:2126,2010,52.323,
SLV,LAP_2GDP_NOC_RT,XA:2126,2009,53.629,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2008,52.29,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2007,52.357,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2006,51.538,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2005,52.331,M
SLV,LAP_2GDP_NOC_RT,XA:2126,2004,52.666,M
SOM,LAP_2GDP_NOC_RT,XA:2128,2020,42.963,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2019,40.212,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2018,40.302,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2017,41.554,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2016,40.09,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2015,38.453,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2014,40.275,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2013,40.716,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2012,41.807,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2011,41.438,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2010,41.447,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2009,41.429,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2008,41.424,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2007,41.422,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2006,41.422,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2005,41.322,I
SOM,LAP_2GDP_NOC_RT,XA:2128,2004,41.332,I
SRB,LAP_2GDP_NOC_RT,XA:2130,2020,56.331,
SRB,LAP_2GDP_NOC_RT,XA:2130,2019,52.355,
SRB,LAP_2GDP_NOC_RT,XA:2130,2018,48.088,
SRB,LAP_2GDP_NOC_RT,XA:2130,2017,48.359,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2016,49.046,
SRB,LAP_2GDP_NOC_RT,XA:2130,2015,50.302,
SRB,LAP_2GDP_NOC_RT,XA:2130,2014,49.652,
SRB,LAP_2GDP_NOC_RT,XA:2130,2013,47.877,
SRB,LAP_2GDP_NOC_RT,XA:2130,2012,46.947,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2011,45.597,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2010,48.905,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2009,53.109,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2008,55.134,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2007,56.537,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2006,56.82,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2005,58.495,M
SRB,LAP_2GDP_NOC_RT,XA:2130,2004,60.8,M
SSD,LAP_2GDP_NOC_RT,XA:8371,2020,42.458,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2019,41.973,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2018,42.355,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2017,42.826,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2016,43.75,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2015,43.505,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2014,41.916,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2013,40.839,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2012,44.383,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2011,42.821,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2010,42.043,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2009,42.851,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2008,42.117,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2007,41.926,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2006,41.854,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2005,41.97,I
SSD,LAP_2GDP_NOC_RT,XA:8371,2004,42.035,I
STP,LAP_2GDP_NOC_RT,XA:2132,2020,44.516,I
STP,LAP_2GDP_NOC_RT,XA:2132,2019,42.602,I
STP,LAP_2GDP_NOC_RT,XA:2132,2018,42.268,I
STP,LAP_2GDP_NOC_RT,XA:2132,2017,41.858,I
STP,LAP_2GDP_NOC_RT,XA:2132,2016,41.708,I
STP,LAP_2GDP_NOC_RT,XA:2132,2015,41.811,I
STP,LAP_2GDP_NOC_RT,XA:2132,2014,40.622,I
STP,LAP_2GDP_NOC_RT,XA:2132,2013,41.382,I
STP,LAP_2GDP_NOC_RT,XA:2132,2012,42.114,I
STP,LAP_2GDP_NOC_RT,XA:2132,2011,41.537,I
STP,LAP_2GDP_NOC_RT,XA:2132,2010,40.506,I
STP,LAP_2GDP_NOC_RT,XA:2132,2009,42.382,I
STP,LAP_2GDP_NOC_RT,XA:2132,2008,39.795,I
STP,LAP_2GDP_NOC_RT,XA:2132,2007,41.977,I
STP,LAP_2GDP_NOC_RT,XA:2132,2006,39.343,I
STP,LAP_2GDP_NOC_RT,XA:2132,2005,40.227,I
STP,LAP_2GDP_NOC_RT,XA:2132,2004,41.664,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2020,50.393,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2019,50.254,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2018,48.973,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2017,48.058,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2016,54.953,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2015,60.019,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2014,55.015,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2013,50.365,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2012,46.356,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2011,41.777,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2010,37.896,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2009,37.203,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2008,35.101,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2007,37.933,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2006,37.794,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2005,37.961,I
SUR,LAP_2GDP_NOC_RT,XA:2134,2004,37.317,I
SVK,LAP_2GDP_NOC_RT,XA:2136,2020,54.238,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2019,52.366,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2018,51.458,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2017,50.966,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2016,49.978,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2015,48.409,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2014,48.202,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2013,48.2,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2012,45.166,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2011,46.513,
SVK,LAP_2GDP_NOC_RT,XA:2136,2010,45.848,
SVK,LAP_2GDP_NOC_RT,XA:2136,2009,47.289,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2008,45.248,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2007,43.375,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2006,43.642,M
SVK,LAP_2GDP_NOC_RT,XA:2136,2005,43.969,M
